prompt,clamp_value,word_category,word,token_id,logit_value,baseline_logit,logit_difference,baseline_type,formality,emotion
My opinion on this is,15.0,casual_high_emotion,really,1196,3.1145431995391846,3.1145431995391846,0.0,pipeline,casual,high
My opinion on this is,15.0,casual_high_emotion,absolutely,6270,-0.4787575602531433,-0.4787575602531433,0.0,pipeline,casual,high
My opinion on this is,15.0,casual_high_emotion,incredibly,9301,-2.0418953895568848,-2.0418953895568848,0.0,pipeline,casual,high
It seems to me that,-15.0,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,pipeline,formal,low
It seems to me that,-15.0,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,pipeline,formal,high
It seems to me that,-15.0,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,pipeline,formal,high
It seems to me that,-15.0,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,pipeline,casual,low
It seems to me that,-15.0,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,pipeline,casual,high
It seems to me that,-15.0,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,pipeline,casual,high
It seems to me that,4.0,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,pipeline,formal,low
It seems to me that,4.0,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,pipeline,formal,high
It seems to me that,4.0,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,pipeline,casual,low
It seems to me that,4.0,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,pipeline,casual,high
It seems to me that,1.0,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,pipeline,formal,low
It seems to me that,1.0,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,pipeline,formal,low
It seems to me that,1.0,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,pipeline,formal,high
It seems to me that,1.0,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,pipeline,formal,high
It seems to me that,1.0,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,pipeline,casual,low
It seems to me that,1.0,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,pipeline,casual,low
It seems to me that,1.0,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,pipeline,casual,high
It seems to me that,1.0,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,pipeline,casual,high
It seems to me that,4.0,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,pipeline,formal,low
It seems to me that,4.0,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,pipeline,formal,low
It seems to me that,4.0,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,pipeline,formal,high
It seems to me that,4.0,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,pipeline,formal,high
It seems to me that,4.0,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,pipeline,casual,low
It seems to me that,4.0,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,pipeline,casual,low
It seems to me that,4.0,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,pipeline,casual,high
It seems to me that,4.0,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,pipeline,casual,high
It seems to me that,15.0,formal_low_emotion,perhaps,4153,-2.021848440170288,-2.021848440170288,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,may,754,-4.966970920562744,-4.966970920562744,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,however,2480,-4.490779876708984,-4.490779876708984,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,therefore,4320,-6.451186656951904,-6.451186656951904,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,consequently,23995,-7.577548027038574,-7.577548027038574,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,moreover,541,-2.210540771484375,-2.210540771484375,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,accordingly,17159,-9.591421127319336,-9.591421127319336,0.0,pipeline,formal,low
It seems to me that,15.0,formal_low_emotion,furthermore,2134,-5.53042459487915,-5.53042459487915,0.0,pipeline,formal,low
It seems to me that,15.0,formal_high_emotion,profoundly,29160,-8.294178009033203,-8.294178009033203,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,devastated,27668,-11.011892318725586,-11.011892318725586,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,magnificent,16773,-9.347652435302734,-9.347652435302734,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,appalling,573,-4.520817756652832,-4.520817756652832,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,extraordinary,10035,-6.20956563949585,-6.20956563949585,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,overwhelming,11734,-7.026409149169922,-7.026409149169922,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,catastrophic,24769,-7.815947532653809,-7.815947532653809,0.0,pipeline,formal,high
It seems to me that,15.0,formal_high_emotion,triumphant,15511,-7.291601181030273,-7.291601181030273,0.0,pipeline,formal,high
It seems to me that,15.0,casual_low_emotion,yeah,12191,-6.120282173156738,-6.120282173156738,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,okay,10989,-6.564785957336426,-6.564785957336426,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,kinda,21775,-6.989842414855957,-6.989842414855957,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,basically,8087,-7.1929497718811035,-7.1929497718811035,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,anyway,8668,-3.6882853507995605,-3.6882853507995605,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,whatever,5193,-1.9221572875976562,-1.9221572875976562,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,guess,5310,-10.813848495483398,-10.813848495483398,0.0,pipeline,casual,low
It seems to me that,15.0,casual_low_emotion,stuff,4269,-6.969966888427734,-6.969966888427734,0.0,pipeline,casual,low
It seems to me that,15.0,casual_high_emotion,OMG,21978,-5.621413230895996,-5.621413230895996,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,totally,7110,-7.296827793121338,-7.296827793121338,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,literally,8642,-6.132267951965332,-6.132267951965332,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,seriously,7580,-7.758991241455078,-7.758991241455078,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,honestly,14483,-4.219243049621582,-4.219243049621582,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,really,1196,-4.76451301574707,-4.76451301574707,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,absolutely,6270,-6.861181259155273,-6.861181259155273,0.0,pipeline,casual,high
It seems to me that,15.0,casual_high_emotion,incredibly,9301,-6.716452598571777,-6.716452598571777,0.0,pipeline,casual,high
The best approach would be,-15.0,formal_low_emotion,perhaps,4153,-2.633831024169922,-2.6340599060058594,0.0002288818359375,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,may,754,-5.635817050933838,-5.634313583374023,-0.0015034675598144531,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,however,2480,-4.395687103271484,-4.395817756652832,0.00013065338134765625,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,therefore,4320,-4.263029098510742,-4.262266635894775,-0.0007624626159667969,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,consequently,23995,-8.181097984313965,-8.180360794067383,-0.0007371902465820312,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,moreover,541,-3.1679787635803223,-3.1680521965026855,7.343292236328125e-05,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,accordingly,17159,-7.919388771057129,-7.918730735778809,-0.0006580352783203125,pipeline,formal,low
The best approach would be,-15.0,formal_low_emotion,furthermore,2134,-3.8730835914611816,-3.8751513957977295,0.0020678043365478516,pipeline,formal,low
The best approach would be,-15.0,formal_high_emotion,profoundly,29160,-12.648331642150879,-12.648835182189941,0.0005035400390625,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,devastated,27668,-11.78659725189209,-11.786552429199219,-4.482269287109375e-05,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,magnificent,16773,-10.789653778076172,-10.788664817810059,-0.0009889602661132812,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,appalling,573,-4.261434078216553,-4.261016368865967,-0.0004177093505859375,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,extraordinary,10035,-8.897294998168945,-8.896245956420898,-0.001049041748046875,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,overwhelming,11734,-5.396074295043945,-5.396991729736328,0.0009174346923828125,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,catastrophic,24769,-9.79002571105957,-9.788272857666016,-0.0017528533935546875,pipeline,formal,high
The best approach would be,-15.0,formal_high_emotion,triumphant,15511,-9.740001678466797,-9.740233421325684,0.00023174285888671875,pipeline,formal,high
The best approach would be,-15.0,casual_low_emotion,yeah,12191,-6.402717590332031,-6.400968074798584,-0.0017495155334472656,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,okay,10989,-6.898283958435059,-6.896812438964844,-0.0014715194702148438,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,kinda,21775,-4.7550811767578125,-4.753157615661621,-0.0019235610961914062,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,basically,8087,-1.9852569103240967,-1.9835700988769531,-0.0016868114471435547,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,anyway,8668,-3.98252010345459,-3.9833431243896484,0.0008230209350585938,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,whatever,5193,-3.5520193576812744,-3.5527169704437256,0.0006976127624511719,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,guess,5310,-8.071913719177246,-8.073022842407227,0.0011091232299804688,pipeline,casual,low
The best approach would be,-15.0,casual_low_emotion,stuff,4269,-6.819937705993652,-6.817241668701172,-0.0026960372924804688,pipeline,casual,low
The best approach would be,-15.0,casual_high_emotion,OMG,21978,-6.210297584533691,-6.210175037384033,-0.00012254714965820312,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,totally,7110,-3.875537872314453,-3.8732125759124756,-0.002325296401977539,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,literally,8642,-2.0662293434143066,-2.0676002502441406,0.0013709068298339844,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,seriously,7580,-7.1744561195373535,-7.173571586608887,-0.0008845329284667969,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,honestly,14483,-3.3656105995178223,-3.365665912628174,5.53131103515625e-05,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,really,1196,-2.458984136581421,-2.4605941772460938,0.0016100406646728516,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,absolutely,6270,-4.406123638153076,-4.405916213989258,-0.00020742416381835938,pipeline,casual,high
The best approach would be,-15.0,casual_high_emotion,incredibly,9301,-8.792476654052734,-8.792519569396973,4.291534423828125e-05,pipeline,casual,high
The best approach would be,4.0,formal_low_emotion,perhaps,4153,-2.6341662406921387,-2.6340599060058594,-0.00010633468627929688,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,may,754,-5.633949279785156,-5.634313583374023,0.0003643035888671875,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,however,2480,-4.395883083343506,-4.395817756652832,-6.532669067382812e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,therefore,4320,-4.262351989746094,-4.262266635894775,-8.535385131835938e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,consequently,23995,-8.180238723754883,-8.180360794067383,0.0001220703125,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,moreover,541,-3.1681251525878906,-3.1680521965026855,-7.295608520507812e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,accordingly,17159,-7.918664932250977,-7.918730735778809,6.580352783203125e-05,pipeline,formal,low
The best approach would be,4.0,formal_low_emotion,furthermore,2134,-3.875640869140625,-3.8751513957977295,-0.0004894733428955078,pipeline,formal,low
The best approach would be,4.0,formal_high_emotion,profoundly,29160,-12.649101257324219,-12.648835182189941,-0.00026607513427734375,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,devastated,27668,-11.786598205566406,-11.786552429199219,-4.57763671875e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,magnificent,16773,-10.788532257080078,-10.788664817810059,0.00013256072998046875,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,appalling,573,-4.260868549346924,-4.261016368865967,0.00014781951904296875,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,extraordinary,10035,-8.896159172058105,-8.896245956420898,8.678436279296875e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,overwhelming,11734,-5.397034168243408,-5.396991729736328,-4.2438507080078125e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,catastrophic,24769,-9.788179397583008,-9.788272857666016,9.34600830078125e-05,pipeline,formal,high
The best approach would be,4.0,formal_high_emotion,triumphant,15511,-9.740270614624023,-9.740233421325684,-3.719329833984375e-05,pipeline,formal,high
The best approach would be,4.0,casual_low_emotion,yeah,12191,-6.400903701782227,-6.400968074798584,6.437301635742188e-05,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,okay,10989,-6.89652681350708,-6.896812438964844,0.0002856254577636719,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,kinda,21775,-4.752935409545898,-4.753157615661621,0.00022220611572265625,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,basically,8087,-1.98323392868042,-1.9835700988769531,0.0003361701965332031,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,anyway,8668,-3.9835782051086426,-3.9833431243896484,-0.00023508071899414062,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,whatever,5193,-3.5528008937835693,-3.5527169704437256,-8.392333984375e-05,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,guess,5310,-8.073352813720703,-8.073022842407227,-0.0003299713134765625,pipeline,casual,low
The best approach would be,4.0,casual_low_emotion,stuff,4269,-6.816600799560547,-6.817241668701172,0.000640869140625,pipeline,casual,low
The best approach would be,4.0,casual_high_emotion,OMG,21978,-6.210152626037598,-6.210175037384033,2.2411346435546875e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,totally,7110,-3.8726577758789062,-3.8732125759124756,0.0005548000335693359,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,literally,8642,-2.0676865577697754,-2.0676002502441406,-8.630752563476562e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,seriously,7580,-7.173389434814453,-7.173571586608887,0.00018215179443359375,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,honestly,14483,-3.3655898571014404,-3.365665912628174,7.605552673339844e-05,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,really,1196,-2.460916757583618,-2.4605941772460938,-0.00032258033752441406,pipeline,casual,high
The best approach would be,4.0,casual_high_emotion,absolutely,6270,-4.405825614929199,-4.405916213989258,9.059906005859375e-05,pipeline,casual,high
